N1	N2	N3	N4	N5	N6	N7	N8	N9	N10	N11	N12	N13	N14	N15	N16	N17	IRI1	IRI2	IRI3	IRI4	IRI5	IRI6	IRI7	IRI8	IRI9	IRI10	IRI11	IRI12	IRI13	IRI14	IRI15	IRI16	IRI17	IRI18	IRI19	IRI20	IRI21	IRI22	IRI23
AC002456.1	0.218221065851531	0.264233852341237	0.571517508697205	0.937879409014677	0.224736977999061	0.642009792652409	0.253898958735996	0.20278712309166	1.53694484660713	0.331857884153851	1.17356431213318	0.608587575276167	0.470268739359958	0.695263120631561	0.371818474062545	0.313304335450566	1.67512883534248	0.321562929938963	0.344211532074349	0.741388805720305	2.01873039066982	0.74191362301112	0.389361453701134	1.33222917735038	0.392785092402275	0.578033356279562	0.240433714569241	0.449923581559489	0.304041644861383	0.810497472690072	0.222975530948264	0.339817070403228	0.257739203493044	0.298079743773437	0.0642838922487859	0.286806080746884	0.14166552443171	0.680839697161147	0.345067854907659	0.449149302955854
AC002460.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002463.1	0	0	0	0	0.0776868565922681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002464.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0248920910552751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002465.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002467.1	0.500903096954597	0.330829376102037	0.894448133530178	0.316145716984935	0.0937926683248115	0.328834284041478	0.158944876607087	0.296212084949607	0.641434976632784	0.290847804160855	0.91833792717739	0.253990478570541	0.183997423428439	0.316542558986727	0.620705094911999	0.686467629300223	1.39821051838885	0.845475215790736	0	0.348091085612582	0	0.464449991641108	0.29249592131695	0	0.295067825511953	0.407090564940789	0.451546244434917	0.281659477886834	0.571005040349426	0.273207090544058	0.232643846653338	1.10620126007685	0.564721262938011	0.0746411065709096	0.60364142721421	0.718181080244229	0.221712304496781	0.42621672098706	0.518443411275898	0.441846062257385
AC002470.1	0.680628742098951	0.309053265270004	0	0.225018000371194	0.467301193071466	0.0910191098443921	0.131984606397784	0	0.456543954435197	0.41402421597726	0.686312293931052	0.0790907059852571	0.275017920992786	0	0	0	0	0.100295070806279	0	0.28904778754665	0	0.578504799715	0.242882689093568	0.389550556921441	0	0	0	0	0	0	0.34772892927628	0	0.301456992439966	0	0.100250323101904	0	0.220926488734008	0	0	0.100063642177507
AC002472.1	0	0	0	0	0	0	0	0	0.0800776474253565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.083165920619277	0	0	0	0	0	0	0	0	0	0	0
AC002480.1	0	0	0	0.0365469202905517	0.0189745036249207	0.0147831202255489	0	0.102727687355644	0	0	0	0	0	0.0160093481724373	0.0313925685337894	0.0396783451146276	0	0.130317608448948	0	0	0	0.0313198185152721	0.0197242315361759	0.0210899766973642	0.0397953317302305	0	0	0	0	0	0.0753031398377909	0.13771533905815	0	0	0.0162824332340675	0.0242149870806031	0.0179411930612527	0	0.139843288567841	0.0325042258718053
AC002480.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.41465129599139	0	0	0	0	0	0	0	0	0	0	0.152647611219474	0
AC002511.1	0	0	0	0.0444410550733109	0	0	0	0.416389559414876	0	0	0	0	0.0362106929307168	0	0.458080360045055	0.0964977353187742	0	0	0.0848137215031197	0.114173876080927	0.138170880072512	0.190424496572854	0	0	0.435520110455643	0	0	0.230960771867204	0.187289653234612	0.115215333040866	0.0915686180427538	0.167461852294711	0.0793836746758576	0.110170273298663	0	0.0588908485800268	0.0436329815249666	0.139799084483756	0.425123597246236	0
AC002511.2	0	0.180853392269113	0	0.098757900162913	0	0.159789103949044	0.463412618018884	1.48049621125289	0	0	0.200809893409456	0	0	0.346086531158821	0.339318785218559	0	0	0	0.188474936673599	0.592012690789991	0	0.253899328763805	0.319795540639865	0	0.215071659484268	0.0989079298522806	0	0	0	0	0.203485817872786	0.558206174315703	0.17640816594635	0.326430439403445	0	0	0.193924362333185	0.207109754790749	0.283415731497491	0
AC002525.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.195396068895093	0	0	0	0	0	0	0	0	0	0	0	0	0.0282270709133026	0.0516220259848061	0	0.0679224866206304	0.0244136113595882	0	0	0	0	0
AC002540.1	0	0	0	0	0	0.0266512589981726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0339394433071734	0	0	0	0	0	0.0323446860822584	0	0	0
AC002546.1	0.153452256352218	0	0	0	0	0	0	0.285198328366354	0.154396285960533	0.0700083755612233	0.309467301487175	0	0	0	0	0	0.588972238910371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125765152167423	0	0	0	0	0	0
AC002550.1	0.194958921775987	0.11803339596969	0.063824290311363	0.0644540320135038	0	0.0782143909830345	0.11341679375009	0	0	0.118592868245843	0.0655289717434773	0.113273491168153	0.0525173211467974	0.0847021060667892	0	0.0699766028417507	0	0.086185394420189	0.0615037864417111	0	0	0.0828532980012418	0	0	0.0350914600318784	0.0322759742085035	0.0716012415637673	0.0669936974234095	0.03395388927386	0	0.0996032828601382	0.0607185831380388	0.0575661165162129	0.0532609491412437	0.0574312945979001	0.341643791617269	0.0632820616750785	0.135169528144796	0.184970383138319	0.02866217451785
AC002550.2	0.341178113107977	0	0	0	0	0	0	0	0	0.103768759715113	0	0.237874331453121	0	0.0988191237445874	0.0968867089773806	0	0	0	0.107631626272994	0	0	0.193324362002898	0	0	0	0.112965909729762	0	0.117238970490967	0	0	0	0	0	0.186413321994353	0	0	0	0	0	0.20063522162495
AC002553.1	0.0558703975746229	0.558119882626005	0	0.110825573748905	0	0.0448286139507916	0.0650048871909283	0.830702362922446	0.168642327308513	0.203914669963862	0.28168470085491	0.116860955851034	0.0451504899385496	0.145641152451499	0.28558625937971	0.180482048601199	0	0.0493971982150626	0.634516619724087	0.0474538138324717	0	0.0949748112582814	0.179436400608403	0.575582805426318	0	0	0.184672279519517	0.345577214763897	0.116764122964222	0.0478866720868103	0	0.261006627641382	0	0.366318448208354	0	0.36714992880316	0.163215641614588	0.232417430563185	0.0530079298312015	0.0492832152869267
AC002553.2	0.947602453123666	0.24587319190665	0	1.34263006263779	0.418241626729371	0.543089854811705	0.315008577203169	0.628987249871414	0.68102289275643	0.123519309147294	2.04753290107829	0.283149506321842	0	0.11762759744824	0.922619053464361	0.437300915341877	0	0	0.256234808166525	1.14978727171125	0.417434682998526	0.920480950201108	0.434767351323079	0.464871510525586	0	0.537867896477659	0.89490736057192	0.279106672951304	0.141457442020099	1.39233030865094	0.414963525873506	0.252963523103793	0	0.443787606439728	0.119634071375384	0.711671886163466	0.39546508935015	0.703922882596956	0.513744528394243	1.43293554054798
AC002558.2	0	0	0	0.264137028667524	0	0	0	0	0	0.0607502099966633	0	0.0464202509125952	0.0538048929133979	0	0	0	0	0	0.063011680165765	0	0.205305913926467	0	0	0	0	0	0.0733566954802638	0	0	0	0.136060353703943	0	0.058977470041499	0	0	0.175009951203646	0	0	0	0
AC002563.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.113726880993325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003001.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003005.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.137904545245111	0	0	0	0	0	0	0	0	0
AC003009.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003035.1	0	0	0	0	0	0	0	0	0.0828744770229332	0	0	0.0574279942356187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.084162332759884	0	0	0.0675062949133961	0	0	0	0	0	0
AC003035.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003043.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003070.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.112233749076564	0	0	0	0	0	0	0	0	0	0	0	0.128864001269205	0	0	0	0
AC003070.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003084.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003087.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003092.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0786944794618002	0	0	0	0	0	0	0.119865675915292	0
AC003092.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003098.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003101.1	0.0976210432567486	0.17730724732266	0	0	0	0	0	0	0	0	0	0	0.0788903985418666	0	0.166332737852235	0	0	0.172621145832158	0	0	0.30102588251092	0	0.104508346614335	0	0	0	0	0	0	0	0	0	0	0	0.086272064543033	0	0.0950609619280318	0.203048779206617	0	0
AC003101.2	0	1.01269716259289	0.199126009817578	0.100545373469029	0.417610794713188	0	1.76925066268522	0.565234696038293	0.611996138015507	0.554998524811146	0.306666692423943	0.424083649739953	0.491547867837784	0.264262905579417	0.259095226269828	0.545801670355058	0.311275825813264	0.358520841343712	0.671601867106151	0.258311936834676	2.18822660748322	0.344659722303808	0.108527898407194	0.696255520289453	0	1.71186801667409	0.670168181785759	0	0.211866123568565	1.12956208863594	0.207168819101253	0.378872968992559	0.718404295709119	0.747762035963773	0.358360883486445	0.266474427963922	0.493585763857088	0.31628752145646	0.384727237326911	0.0894233906337448
AC003101.3	0	0	0	0	0	0	0	0	0.176108263673733	0	0	0.203390812917816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0609666839956418	0	0	0	0	0	0	0	0	0	0	0
AC003102.1	0.244974476840618	0.384268514885914	0.0874887637568286	0.154615996775932	0.229353841032839	0.0714762393410236	0.285026399005154	0.206953061339402	0.605000158306582	0.264166792873165	0.202107372840034	0.139745258338762	0.251963072082522	0.0580537794563132	0.265619824413137	0.311747156844947	0.170954168749332	0.689154748457658	0.168615748515148	0.151323891426013	0	0.132502134792244	0.190732926822981	0.407879310759361	0.120256270834891	0.088486219549754	0.53982069248548	0.229583272233801	0.186172617529435	0.305408437484071	0.159289345501808	0.249694610777402	0.236730640186454	0.127765393156169	0.0984067535418791	0.146349027286349	0.260236470327833	0.0231608821212319	0.253552841299942	0.373249321343036
AC003666.1	0	0.066599039706302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003681.1	0.0545475182358605	0.158517794672544	0.0339290326140366	0.155088795678566	0.119842698488919	0.0853459971485094	0.145971166732469	0.043930969808618	0.274415457425745	0.0389877633535102	0.180593229966809	0.0957121585507469	0.0374692178356677	0.0497674496233925	0.0820982513387165	0.11551456537845	0.127012561789733	0.0618920725256756	0.0258121984001216	0.0648623071046311	0.0448543039982185	0.0757262591114887	0.112898784814122	0.0842931541698047	0.0932732104099707	0.158033547910546	0.242402896627684	0.0243673993894833	0.30494845845918	0.107531505668428	0.0529491674116599	0.0560618532851001	0.189250345413867	0.097607251419406	0.0594541551376359	0.327390437862466	0.0416083375265979	0.139930505701949	0.0491651856332004	0.226146633030058
AC003682.1	0	0.0880779507804124	0	0	0	0	0	0	0	0	0	0.135241683394704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.158975863345833	0	0	0	0	0	0
AC003684.1	0	0	0	0	0	0	0	0	0	0.0238395867800317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0508839434693488	0.0271718337189029	0	0
AC003685.1	0	0	0	0	0	0	0	0	0	0	0	0.0670404052879325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003688.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14190565922898	0	0	0	0
AC003956.1	0	0	0	0	0	0.504951522310883	0	0	0	0.114845200358861	0	0	0	0	0	0	0.579707507062343	0	0	0	0	0	0.134745312067359	0.288150692853875	0	0	0.277354247518076	0	0	0	0	0	0	0	0	0.165423731966367	0	0	0	0.222051340787164
AC003957.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003958.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003965.1	0	0.0610075161327594	0.263909134450883	0	0	0	0.312647193565964	0	0	0	0	0.0468378243840728	0	0	0	0	0	0	0	0.0570584088360454	0	0	0	0.0768977860989351	0	0	0.0740165757994266	0	0	0	0	0	0	0	0	0	0.0654167639054971	0	0	0.177774236852092
AC003965.2	0	0.767773835104727	0	0.167702094616267	0	0	0	0	0.510381684911045	0	0	0	0	0.29384705475749	0	0	0	0.747482131480758	0.160025889628528	0.143614938466575	0	0	0	0	0.365216025539323	0	0	0	0	0	0.518312932317474	0	0	0.138578960124104	0	0.22222961728312	0.329305520943144	0.175847905011013	0.641695995843376	0
AC003973.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003973.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003973.3	0	0	0.0623768223524944	0.0629922821733676	0.0490566897404046	0.0891806657405188	0.0184741033051469	0	0.0958548167976095	0.101415393087981	0.128085686795542	0	0.0898209959301975	0.0413905755726797	0.054108240024221	0.0341948034439313	0	0	0	0.067430826884554	0.293772246787765	0.0134957120179202	0.0339966910673138	0	0.01714781126292	0	0.0174943501269375	0	0.0331838506794138	0.108873454326355	0.0162240641464837	0.0296707746801401	0.0421954330311079	0.0520530466802091	0.126289829421428	0.0626054378951384	0.0463851681697023	0.0825650156412447	0.271163173296678	0.0980425126225394
AC003975.1	0	0	0	0	0	0	0	0	0	0	0	0	0.0865249532394666	0	0	0	0	0	0	0	0	0.0455016718214705	0	0	0	0	0	0.165563277324161	0	0	0	0	0	0	0.0473104870074697	0	0	0	0	0
AC003982.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003984.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003985.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003985.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003986.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003986.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003986.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003988.1	0	0.140802814050348	0	0	0.159674715625631	0.062201640810614	0.180394185214964	0.0720397161617433	0.23399852335887	0	0.547189588442722	0.162149630782923	0	0.0673611327947533	0	0	0	0.205622247241247	0	0.197532657579458	0	0	0	0	0.25116500026277	0	0	0	0.0810076354820985	0.132889657486581	0.316846429213681	0.362157985066416	0	0	0.205530506705461	0	0	0.725600784517762	0	0.205147778512709
AC003991.1	0.0370467621784602	0.0504654980494632	0	0.275574959115198	0.0763058996540839	0.0668815492965717	0.107759238377686	0.137706344577057	0.0279560038241891	0.101409403872066	0.0373561190716226	0.0387443102904215	0.149692819060425	0.209239996618345	0.118354785046779	0.14959343011385	0	0.262035902230543	0.13148055214415	0.243860421559097	0.142797519711153	0.125952540106063	0.138811623675841	0.0318049751930486	0.190043684228038	0.202395309123104	0.081635479219872	0.315076704076798	0.116136618376154	0.285775939745843	0.179806091650715	0.285564340932486	0.106654378956816	0.0683155890649003	0.15551440158739	1.32680911434951	0.180376112132975	0.0481600814674644	0.0878717646230336	0.0490183612981999
AC003991.2	0	0	0	0.0771546095022758	0	0.0624176187300953	0	0.0722898540650827	0	0	0.0784413646130687	0.162712650334253	0.2514631453522	0.337975128084787	0	0	0	0.206336213377501	0	0.0660728449542401	0	0	0	0	0	0.0772718201970942	0	0.320778849815561	0	0	0	0	0	0	0	0	0	0	0	0
AC004009.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004009.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004009.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004012.1	0.83910222574621	0.53341590416452	0.164819656066235	0.0832229495754885	0.259247150650603	0	0.195258125569755	0.233926718772402	0.25327930056447	0.153126933811814	0.592276371011036	0.175510274517846	0.610292577483991	0	0.142971398266247	0.542122108532439	0.386471671374895	0	0.0794135969130334	0.712695855686185	0	0.0713200361696083	0.359320832179624	0.288150692853875	0.271860243730114	0.166698758178001	0.369805663357435	0.0865021617480165	0.350729687705265	0.287678734184434	0.0857384064070728	0	0	0	0.222465604636248	0.110282487977578	0.408548516151373	0.261796038359093	0.0796111605330031	0.444102681574328
AC004014.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004014.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004023.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027505350399071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004034.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.144013429148578	0	0	0	0	0	0
AC004039.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0243895928032234	0	0	0
AC004052.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004053.1	0.233781176633988	0	0	1.62306462006874	0.48152340329538	0	0	0	0	0.355520794154386	0	0	0.251900472561508	0.135425164366495	0	0.167822148380477	0.2392763739295	0.275593411954645	0	0	0	0.132469215007203	0	0	0	0.0774062059713501	0	0	0.0814302840150486	0	0.0796248852545685	0	0.207087846980498	0	0.206602839783924	0	0	0	0	0.962351202159326
AC004054.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004063.1	0	0	0	0	0	0	0	0	0.0824199552111073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004066.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004067.1	0.0640115126497823	0	0	0.253948886133205	0.131845693759449	0	0	0.416389559414876	0.193215923573467	0.233627950444311	0.12909207433465	0.0892595110405045	0	0	0	0	0	0.0565950756692574	0	0.108737024838978	0	0.163220997062446	0	0	0.0691301762628004	0.127167338381504	0	0	0	0	0	0.179423413172905	0	0	0	0	0	0	0.242927769854992	0
AC004069.1	0	0	0	0.080949098494191	0	0	0.0949616020530501	0	0	0	0	0	0	0	0.0695325379546228	0	0	0.288645194670165	0.23173147951672	0	0	0.0693714013015862	0	0	0	0	0	0.336554858822884	0	0.209863994609956	0	0.152515348173689	0	0.0668914834843124	0	0	0	0	0	0
AC004076.2	0.040452656203594	0	0	0.040121325675574	0	0	0	0	0.0678358644304479	0.0246072171698793	0.0135968179407546	0.056408357864899	0.043587954174802	0.0468669693113059	0	0	0	0.047687695417972	0.0127616192451278	0.0114528915719658	0	0.0114609988909331	0	0	0.0291249614107495	0	0.0297135456263723	0	0.0140904042457577	0.0231147222471393	0.137780045204264	0.0251973897524392	0.0119445793975109	0.0552564315872517	0.0714996285740334	0.0177221933734658	0.0656529965768381	0	0	0.0118944142823097
AC004080.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004080.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004080.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004080.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004112.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0832968155304481	0	0.197735621617759	0	0
AC004130.1	0	0	0	0.0991987836457831	0	0	0	0	0.150949940291771	0	0	0.0348669965001971	0	0	0	0	0	0.0884298057332147	0	0.0849508006554516	0	0	0	0.0572442224642742	0.0540079502053128	0	0.165298178766353	0	0.0522571577105501	0	0	0	0	0.122957894306543	0	0	0	0	0	0
AC004147.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004147.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004147.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004148.1	0	0	0	0	0	0	0	0	0	0	0	0.313978179539463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10963060684665	0	0	0
AC004148.2	0.138724640417485	0.0419938217343143	0.0454147039934827	0.137588405799724	0.0476222836076442	0.0371027331151031	0.376612421764573	0.0429710587631451	0.116315055470783	0.0632893054609202	0.0699415263423028	0.145081248595247	0.0560537042271158	0	0.0393945958071083	0.0248962165425114	0.14198546440605	0	0	0.176739746255305	0	0.0589549524993357	0.0990079073188437	0.158795118662507	0.124848099545821	0.0918649503271956	0.127371145661036	0.143009765862046	0.048320343971778	0.0198168787479989	0.141747086753489	0	0.0614424726593325	0.0757965416571465	0.102164286958855	1.51937173839078	0.022514438351376	0.0961810006768184	0.0877448085131551	0.0815792335606093
AC004156.1	0.0238087454064015	0	0	0.0236137380835871	0	0.0382067464277735	0.110805354999202	0	0	0.0217241718000821	0.0960302359556378	0.0331996055942365	0.0192405382203596	0.0206879568306947	0	0	0	0	0.0450657393746651	0	0.146834091469195	0.121418382511916	0.050976972471817	0	0.0257126054112435	0.0709488338472789	0.131161147869866	0.122720920226995	0.0746372156886072	0.0408130829050179	0	0.0222451982325599	0.0843609720253535	0	0.042081697795167	0	0.0231843685042331	0.123803652571516	0.0451778530548604	0.0630050031776544
